iso3,date,life_expectancy,fertility
ZMB,2002,45.4,5.963
ZMB,2003,46.322,5.915
ZMB,2004,47.354,5.859
ZMB,2005,48.496,5.794
ZMB,2006,49.757,5.724
ZMB,2007,51.134,5.65
ZMB,2008,52.606,5.574
ZMB,2009,54.13,5.496
ZMB,2010,55.655,5.415
ZMB,2011,57.126,5.328
ZMB,2012,58.502,5.233
ZMB,2013,59.746,5.132
ZMB,2014,60.831,5.026
ZMB,2015,61.737,4.918
ZMB,2016,62.464,4.814
ZMB,2017,63.043,4.718
ZMB,2018,63.51,4.633
ZMB,2019,63.886,4.559
ZMB,2020,64.194,4.496
ZWE,2000,44.649,3.748
ZWE,2001,44.01,3.725
ZWE,2002,43.523,3.718
ZWE,2003,43.195,3.725
ZWE,2004,43.065,3.744
ZWE,2005,43.241,3.775
ZWE,2006,43.853,3.819
ZWE,2007,44.947,3.873
ZWE,2008,46.504,3.931
ZWE,2009,48.449,3.988
ZWE,2010,50.64,4.034
ZWE,2011,52.896,4.059
ZWE,2012,55.032,4.058
ZWE,2013,56.897,4.03
ZWE,2014,58.41,3.974
ZWE,2015,59.534,3.896
ZWE,2016,60.294,3.804
ZWE,2017,60.812,3.707
ZWE,2018,61.195,3.615
ZWE,2019,61.49,3.531
ZWE,2020,61.738,3.46
